geo_value,time_value,value,stderr,sample_size
42077,20200302,0.0,,
42077,20200303,0.0,,
42077,20200304,0.0,,
42077,20200305,0.0,,
42077,20200306,0.0,,
42077,20200307,0.0,,
42077,20200308,0.0,,
42077,20200309,0.0,,
42077,20200310,0.0,,
42077,20200311,0.0,,
42077,20200312,0.0,,
42077,20200313,0.0,,
42077,20200314,0.0,,
42077,20200315,0.0,,
42077,20200316,0.0,,
42077,20200317,0.024104,,
42077,20200318,0.237629,,
42077,20200319,0.515492,,
42077,20200320,0.758551,,
42077,20200321,0.921086,,
42077,20200322,1.070066,,
42077,20200323,1.170907,,
42077,20200324,1.43422,,
42077,20200325,1.609155,,
42077,20200326,1.782175,,
42077,20200327,1.96982,,
42077,20200328,2.318984,,
42077,20200329,3.027635,,
42077,20200330,3.636254,,
42077,20200331,4.449412,,
42077,20200401,4.845569,,
42077,20200402,4.964288,,
42077,20200403,4.851462,,
42077,20200404,4.847078,,
42077,20200405,4.948633,,
42077,20200406,5.01569,,
42077,20200407,4.952055,,
42077,20200408,4.323611,,
42077,20200409,4.13218,,
42077,20200410,4.505853,,
42077,20200411,4.847467,,
42077,20200412,5.21864,,
42077,20200413,5.559777,,
42077,20200414,6.246229,,
42077,20200415,6.564049,,
42077,20200416,6.672268,,
42077,20200417,6.980155,,
42077,20200418,7.166602,,
42077,20200419,7.64331,,
42077,20200420,8.035438,,
42077,20200421,8.362581,,
42077,20200422,8.492539,,
42077,20200423,9.30043,,
42077,20200424,9.703162,,
42077,20200425,9.512137,,
42077,20200426,9.310218,,
42077,20200427,9.123479,,
42077,20200428,9.499241,,
42077,20200429,9.825856,,
42077,20200430,10.520408,,
42077,20200501,9.928362,,
42077,20200502,9.218418,,
42077,20200503,8.675046,,
42077,20200504,8.35002,,
42077,20200505,8.699508,,
42077,20200506,9.795875,,
42077,20200507,9.776593,,
42077,20200508,10.454205,,
42077,20200509,9.330466,,
42077,20200510,8.105345,,
42077,20200511,7.034935,,
42077,20200512,6.599164,,
42077,20200513,6.220539,,
42077,20200514,5.325512,,
42077,20200515,5.271683,,
42077,20200516,4.208347,,
42077,20200517,3.361853,,
42077,20200518,3.698438,,
42077,20200519,3.489891,,
42077,20200520,3.3997,,
42077,20200521,2.922402,,
42077,20200522,3.481503,,
42077,20200523,3.147576,,
42077,20200524,2.966942,,
42077,20200525,2.807159,,
42077,20200526,2.867227,,
42077,20200527,3.391671,,
